Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,Description,AdoptionSpeed,PID
2,5,264,0,1,4,0,0,2,3,2,1,2,1,1,100,41401,"Name: Pillo aka Lilo Attitude: Was named Pillo because he likes to sleep above our heads when we sleep. He is a Very Naughty Cat. At this age, he is very Playful and hyperactive. Always have ideas and tricks for his playfulness, so the potential adopter would need to commit more time and attention to play around with him. Has recently lost his weight because he suffered from diarrhea two weeks ago, but he has been served medications and he is now in a perfect health and is ready to be let go. Disposals: Pine wood/ Cat litter trained (but not toilet trained) Diet: Royal Canin Kittens and Equilibrio Kittens No Delivery LOCATION : Taman Desa, OFF Jalan Klang Lama LANDMARKS : Taman Desa Medical Centre (0.3km away) Desa Waterpark (0.5km away) MidValley Megamall (5km away) Only for Serious Adopters ☺️ IF UR INTERESTED: Kindly contact me at; + -Farah ***Whatsapp is more preferable Thank You for viewing the cat's profile. ***We recommend you to consult the vet after the adoption of the cat(s). *****We highly suggest the adopters to VACCINATE the cat(s) and to spay/neuter it once it reaches its maturity. Thank you! 😀😃😄",3,141
2,2,265,0,2,6,7,0,2,2,1,1,2,1,2,0,41401,"The Blueys were recued by my neighbor in the drain. Took them up & didn't know what to do with them. Mother cat didn't come back to feed. So passed over to me. I foster them for a night with Pet's own milk. Then handed over to Kah Yein (founder of animalcare.org)to foster for more than a month now. She became the fosterer & did a fantastic job as the Blueys are almost equal in size not as before, one healthier & bigger & the other is weaker & smaller. They have been dewormed, examined by the vet, vaccinated & given a clean bill of health. The Blueys are up for adoption. They need to be adopted together. They need each other for company and as playmates. They need each other's warmth as well. Fosterer criterion for adoption: Love them as much as you love yourself. She only has one pledge ""Please be committed to loving and caring for them for their entire lifetime"". Home must be landed. Must have good history with cats. Blueys must be kept indoor at all times. Should be fed premium food ( no Whiskas, Friskies kibbles if possible) Must have a steady vet clinic for health follow up & emergencies.",2,142
1,60,10,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,gentle and playful female pit. owner migrating. will give some money to new owner for taking care of sophie.,3,143
2,4,265,247,3,1,3,7,2,2,2,2,2,1,5,0,41401,"I have 5 cute kittens available for adoption. They were furkids of my own pet Garfield and Miao Miao. They have managed to bring us 10 more kittens into our household. We were too late to neutered Miao Miao and found she is pregnant again. 12 cats in the house are just too much for us to handle. We love the kittens very much, but we have to find future good owner for them for their better future, as we can't provide them enough attention to each of them. This batch of kittens is mixed bengal. as their father is mixed bengal and their mother is DSH calico. All kittens are healthy, active , and fun loving. Their will definitely cheer you up, when u see them playing around. All kittens are litter-trained, and feed on ""orijen"" kibble. Adoption fees is FOC, but we would ask few question to access if you are the suitable adopter for the kittens. You can adopt 1 or as pair of kittens. Serious adopter please contact me by email: /(sylvia) or samantha",2,144
1,120,20,195,1,2,0,0,2,1,1,1,2,1,2,0,41326,2 males beagle & schnauzer for adoption. 10 & 8 years old respectively.,1,145
1,12,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,"Latte was found wandering in the playground, wounded and wearing a worn out collar. We believe that she was abandoned by her owner. Despite her masculine looks, she's very sweet, calm, gentle, very loyal and loving to my family. Able to socialise with my 3 other dogs (male & female). Excellent watchdog. She Please give her a home as she is now wandering outside my gate, under rain and shine. My parents will not accept him into the family as we already hv 3 rescue dogs. Call Teresa for adoption details.",2,146
2,17,266,0,2,1,2,7,1,1,3,3,1,1,1,0,41326,"This cat is currently being fostered at a vet in Aman Suria, Hands & Paws. The fosterer is Dr. Mervin. The cat has been spayed and is healthy. The cat is also very friendly, playful and gentle. If you are interested in taking her home, please call the vet for enquiry. Vet : Hand n Paws Owner : Dr. Mervin (or you can ask for any doc) Tel : Add : C-17G, Jln Pju 1/45, Aman Suria Damansara Petaling Jaya. (near the restaurant Kayu)",3,147
2,2,266,0,3,4,5,7,2,1,2,2,2,1,2,0,41401,"Putih (female) Oren (male) Sangat aktif (semua kittens pun aktif). Toilet trained. We would like to find a loving home for Putih and Oren. Please consider that having a pet is a long term commitment, we need somebody loving and responsible taking care of them. contact:, Shah Alam Area.",2,148
1,48,307,307,1,1,2,0,2,2,1,1,1,1,1,0,41326,Roscoe is a loving dog which was rescued off the streets. He is a very good watch dog as well.,2,149
2,12,305,0,2,3,5,0,2,2,3,1,1,1,1,0,41326,Manis was dumped by someone at my mum's house. She seems to be a mixed breed but her fur is so soft like cotton and her fur is short and bushy so we think she is a pedigree cat. Mum is already in her late 80s and cannot have the energy to keep her. Her maid is going back to Indonesia soon. Please give her a good home. Thank you.,3,151
2,12,285,292,1,1,7,0,3,3,2,1,2,1,1,0,41326,"This adorable sweet male is for adoption as I already have 4 cats, and not enough time taking care of them as I am working and studying at the same time.",1,152
2,3,266,0,2,6,7,0,2,1,1,1,2,1,1,0,41401,"I picked her up at Sg.Buloh roadside. When I rescue her, she have lack of vitamin B12 which cause her leg can't walk properly. I've sent her to vet & x-ray, been taking care of her for almost a month. Now she is fully recover which she is quite active on running here and there. Hope can find her a great home. Btw, she is toilet trained. =) FREE for adoption. Please help to adopt her...thank you! Call me or SMS me at: (TEH)",2,153
1,36,78,0,2,1,2,0,3,2,3,3,3,2,1,0,41401,A pure breed doberman need a permanent home. I were asking by vet doc to find this dog a new owner n i only knew she was sent to vet by some kind hearter while she stray around n with some injury.Do not know she was been abandoned or lost the way back home. further info pls sms me.TQ,3,155
1,12,307,0,2,5,7,0,2,1,3,3,3,1,1,0,41326,"This dog is a friendly stray currently hanging around near my apartments. I believe she was abandoned on purpose here. I am trying to rehome her before something untoward happens to her. She displays a very good temperament and will make an excellent family pet, especially if you have children. If you can't adopt her, please consider giving her a temporary home while I try to get her spayed and vaccinated. I will bear her medical expenses. Contact if you are interested to help or better yet, give her a forever home.",4,156
1,36,78,0,1,1,0,0,2,1,1,1,1,1,1,0,41330,"Scooby The Doberman Mix Is Looking For His Forever Home Scooby is a strong, handsome, inquisitive boy that has so much love to give. He is an extremely happy and energetic boy and loves to play in the garden. He is currently in a foster home and desperately looking for his forever home. If you would like to offer Scooby a forever home, please call me.",2,158
2,1,283,0,2,4,7,0,1,1,2,2,2,1,1,0,41401,"Rescued the kitten from Monsoon drain yesterday during raining time. She was crying so loudly and we had to craw into the hole to rescue her out from the drain. However, we cannot keep her as we already have many rescued cats at home. Need some kind hearted soul to adopt her. Please contact me at . Otherwise, we will just release her at some eatery and hopefully she will make it. Thank you.",1,160
1,0,307,0,2,1,7,0,2,2,3,3,3,1,5,0,41401,She's a female puppy about 2 weeks old. Currently stays together with her mother and sisters at our house. Hope you can give her a good forever home.,1,161
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,"She used to follow a pack of adult dogs near my office area. But my office area is not a dog-friendly place. One restaurant here always complain to DBKL (which could have caught all the adult dogs of her pack). So, yesterday she was left alone and deserted. Please, anyone can giv her a home? I have about 20cats. Seriously can't afford to take her in.",1,162
1,2,307,0,3,1,4,7,2,1,1,1,2,1,3,30,41326,"We have rescued 5 puppies, 2 have already been adopted. 3 left currently. Anyone who interest to adopt need to pay only RM30 to reimburse the vaccination charge. These puppies are extremely friendly and deserve to own a happy family. Currently i have already own a rescued pet dog, and my child is just 1 year old so that unable to keep all of them for long. Please feel free to contact me at (Jill) or (Jack) for details.",3,163
1,2,307,307,3,2,0,0,2,2,2,2,2,1,3,0,41326,This puppy is looking for a good home there are only 1 female puppy is left. she is very very healthy and cute. interested please contact: thilaga (),4,164
1,3,307,0,3,2,4,5,2,1,3,3,3,1,5,0,41327,"These five puppies are in danger. Please help save them and keep them away from the dangerous streets. Born on a construction site in Queensbay, the workers are finished and there is no one to feed them. Can you open up your home to 1 or 2 puppies? Contact",4,166
1,2,307,0,2,1,2,0,2,2,1,1,2,1,1,0,41326,"Well behaved, loving and adorable Quiet but playful…loves to be carried No caging or tying for long hours except for precautionary purposes. Commitment to spay her is compulsory Serious adopter pls call me or ",3,167
1,1,307,0,2,2,5,7,3,1,3,1,3,1,1,0,41401,Dear all dog lovers~ I'm helping my friend to share the post. She rescued the puppies & they waiting for a Home~ Condition : - Must bring them to spay when over 6 months old. - Must bring them to vet vaccine . - Must promise not to abandoned & abuse. - If not suitable please contact rescuer & don't simply give to other people without let rescuer know. - Must allow to visit half a year or rescuer decide. - Must keep contact with rescuer. - Truly care & love them. Contact Number : (li mei) Thank you. --------------------------------------------------- （狗狗已被领养了，谢谢） 各位，我只是帮忙朋友分享。 她救到了几只可爱的小狗宝，几只已成功领养了。 剩下2只可怜的姐妹狗宝在等待一个温暖的家。 请读以下的条件： - 狗宝6个月后，必须带去结扎。 - 一定要带它们打预防针 - 答应不准遗弃和虐待 - 如不适合领养请通知义工，请不要在没通知义工之下随便送给不认识的人。 - 请允许半年探望一次或义工自己决定。 - 一定要跟义工保持联络。 - 一定要真心对待它，爱护它。 有兴趣请联系 : (li mei) 谢谢。,2,168
2,2,266,0,2,1,5,0,2,1,2,1,2,1,1,0,41326,The most fun-loving cat one could have! sms/whatsapp at :),2,169
2,2,292,252,1,2,5,0,1,1,2,2,2,1,1,0,41401,"*** Looking for someone who really love and adore cats....And someone can share their love and spare a time for him *** *** Own Pick up / Collection : Call To Make Arrangement *** *** Must adopt 2 of them, for the play together *** Interested Please Call : (Emy)",0,170
1,2,307,0,2,1,2,0,2,1,1,1,2,1,1,80,41326,"This lovely Lady is Active, Playful & Friendly. She and her siblings were rescue from a factory which the mother dog gave birth at; and is now looking for loving home. She is Vaccinated, Dewormed & De-ticked.",2,171
2,3,266,0,1,4,0,0,2,1,3,1,2,1,1,0,41401,"This little kitten found in front of my home and we are currently fostering him. Male, long tail, yellow and white, cat litter trained, active and playful, dewormed, likes to hang around with people and ready to be rehome! We are willing to help with transportation or any other arrangements if needed. Whatsapp me if you are interested. Location: KL, PJ",4,172
1,17,307,0,1,1,0,0,2,2,1,1,1,1,1,150,41401,"Say hello to Harvey. A long time stray around my area, I began feeding him two months ago. Then he disappeared last Saturday (12/5/12). I sprang him from the pound and realised that the streets are no longer for him, so Harvey is looking for a loving, warm home where he can enjoy pets, plays and lots of cuddles every day. He's a super smart doggie and he knows how to sit, stay, play ball and fetch. If you would like to adopt a life long super adorable doggie, please contact me to follow up. update - - Harvey is still looking for a forever home, he's currently lodging at an animal shelter, but he's still looking forwards to finding someone with a warm heart and lots of love to share his life with...",4,173
1,2,307,0,3,1,2,7,2,1,3,3,3,1,8,0,41401,Pls call Adrian at to view/adopt the puppies. Please pass the message around These puppies were found abandoned by the roadside and a kind Samaritan help to foster them.,3,174
2,48,299,0,1,1,2,7,3,1,1,1,2,1,1,20,41326,"This tabby was found by the clinic, has been staying there for a year and is with the original collar.. Dr.Ng has been taken care of the tabby ever since. Manja, quiet and seems a bit spoiled, he'll be a great companion for those yg duduk sorang, or even family. (NOTE: I am posting behalf of the doctor as he asked for my help. The cat is currently fostered at his clinic. He has taken these cats in out of his good heart, any donation even RM10 would be great to thank the doctor and his clinic for being an angel to foster/feed/vaccinate/take care of the cats without asking a single cent. If anyone is interested you can visit Valley Pets Vet Clinic in Sg.Long, Cheras or contact me for further info ^^)",2,175
